MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,GarageType,GarageYrBlt,GarageFinish,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,FireplaceQu_Score,FireplaceFeature,GarageCapacityScore,TotalSize,BasementUtilityScore
20,FV,85.0,9187,No,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,Unf,0,645,GasA,Ex,Y,SBrkr,0,0,2,1,2,1,Ex,Typ,Attchd,2009.0,Fin,TA,TA,Y,195,130,0,0,0,0,No,No,0,10,2009,New,Partial,370878,4,4,1434,3532,1121
20,RL,73.0,10530,No,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,35,664,GasA,TA,Y,SBrkr,0,0,1,1,3,1,TA,Typ,Detchd,1979.0,Unf,TA,TA,Y,0,312,40,0,0,0,No,No,0,3,2007,WD,Normal,143250,0,0,1152,1962,282
20,RL,60.0,7200,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,No,No,No,No,No,0,0,GasA,Gd,Y,SBrkr,0,0,1,0,3,1,TA,Min1,Detchd,1950.0,Unf,TA,TA,Y,0,27,0,0,0,0,No,No,0,7,2008,WD,Normal,98300,0,0,840,1048,0
20,RL,85.0,10452,No,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,0,594,GasA,Ex,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Attchd,1953.0,RFn,TA,TA,Y,0,0,0,0,287,0,No,No,0,6,2008,WD,Normal,155000,4,8,990,2188,0
60,RL,70.0,7700,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,0,756,GasA,TA,Y,SBrkr,0,0,1,1,4,1,TA,Typ,Attchd,1966.0,Unf,TA,TA,Y,0,124,216,0,0,0,No,No,0,6,2010,WD,Normal,155000,3,3,884,2595,0
180,RM,21.0,1936,No,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,No,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,GLQ,499,0,GasA,Gd,Y,SBrkr,0,0,1,0,1,1,TA,Typ,No,No,No,No,No,Y,0,0,0,0,0,0,No,MnPrv,0,12,2007,WD,Normal,84500,0,0,0,1260,131
60,FV,65.0,8125,No,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,0,813,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,Typ,Attchd,2007.0,RFn,TA,TA,Y,0,0,0,0,0,0,No,No,0,5,2008,WD,Normal,205950,0,0,1124,2478,0
70,RL,60.0,9084,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,Unf,0,755,GasA,TA,Y,SBrkr,0,0,1,0,4,1,TA,Typ,Detchd,1940.0,Unf,Fa,Po,P,120,0,0,0,0,0,No,MnPrv,0,10,2009,WD,Normal,108000,4,4,296,2265,0
60,RL,70.0,8750,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,0,880,GasA,Ex,Y,SBrkr,0,0,2,1,2,1,Gd,Typ,Attchd,1996.0,RFn,TA,TA,Y,0,120,0,0,0,0,No,No,0,7,2009,WD,Normal,191000,3,3,1024,2596,0
50,RM,60.0,10320,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,0,756,GasA,Ex,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Detchd,1906.0,Unf,TA,TA,Y,57,0,239,0,0,0,No,MnPrv,0,6,2008,WD,Normal,135000,0,0,216,2225,0
20,RL,91.0,10437,No,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,Gd,Gd,PConc,Gd,TA,Gd,GLQ,Unf,0,413,GasA,Ex,Y,SBrkr,0,0,2,1,2,1,Gd,Typ,Attchd,1995.0,Fin,TA,TA,Y,236,46,0,0,0,0,No,No,0,8,2008,WD,Normal,350000,3,3,2517,4222,1696
160,RM,21.0,1680,No,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,0,525,GasA,TA,Y,SBrkr,0,0,1,1,3,1,TA,Typ,Detchd,1971.0,Unf,TA,TA,Y,0,0,0,0,0,0,No,No,0,3,2010,WD,Family,88000,0,0,264,1617,0
20,RL,72.0,10007,No,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,0,247,GasA,Ex,Y,SBrkr,0,0,1,1,3,1,Gd,Typ,Attchd,1959.0,RFn,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,0,8,2008,WD,Normal,145500,0,0,312,2106,806
70,RL,60.0,7200,No,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,Stucco,Wd Shng,No,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,Unf,0,776,GasA,TA,Y,SBrkr,0,0,1,1,3,1,TA,Typ,Attchd,1931.0,RFn,TA,TA,P,0,0,112,0,0,0,No,MnPrv,0,2,2008,WD,Normal,149000,4,4,270,2278,0
50,RL,78.0,17503,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,0,912,GasA,TA,Y,SBrkr,0,1,1,0,3,1,TA,Typ,Attchd,1948.0,Unf,TA,TA,Y,192,0,0,0,0,0,No,No,0,1,2010,WD,Abnorml,97500,4,4,330,2370,0
20,RL,75.0,9937,No,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,No,0.0,TA,Gd,PConc,TA,TA,No,BLQ,Unf,0,849,GasA,Ex,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Detchd,1968.0,Fin,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,0,3,2009,WD,Normal,167000,0,0,960,2972,637
60,RL,80.0,12384,No,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,0,793,GasA,TA,Y,SBrkr,0,0,2,1,3,1,TA,Typ,Attchd,1976.0,RFn,TA,TA,Y,0,113,252,0,0,0,No,No,0,11,2007,WD,Normal,197900,3,3,1100,2728,0
60,RL,52.0,46589,No,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,Gd,TA,PConc,Gd,Gd,No,GLQ,Rec,180,88,GasA,Ex,Y,SBrkr,0,0,2,1,4,1,Gd,Typ,Attchd,1994.0,RFn,TA,TA,Y,517,76,0,0,0,0,No,No,0,7,2009,WD,Normal,402000,3,3,2133,4077,1361
20,RL,120.0,13560,No,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,TA,TA,CBlock,Fa,Fa,No,Unf,Unf,0,1392,GasA,Gd,Y,SBrkr,0,0,1,0,2,1,TA,Maj2,Attchd,1968.0,RFn,TA,TA,Y,0,0,240,0,0,0,No,No,0,7,2009,WD,Normal,110000,3,6,1152,2784,0
85,RL,90.0,10012,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,No,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,Rec,180,38,GasA,TA,Y,SBrkr,0,0,2,0,3,1,TA,Typ,Detchd,1974.0,RFn,TA,TA,Y,0,0,180,0,0,0,No,MnPrv,0,4,2008,WD,Normal,137500,0,0,1176,2319,920
20,RL,49.0,20896,No,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,0,356,GasA,Ex,Y,SBrkr,0,0,1,1,1,1,Ex,Typ,Attchd,2005.0,Fin,TA,TA,Y,192,267,0,0,0,0,No,No,0,1,2006,New,Partial,423000,5,5,3402,4174,1721
60,RL,106.0,11194,No,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,0,1406,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,Typ,Attchd,2000.0,RFn,TA,TA,Y,188,124,0,0,0,0,No,No,0,11,2006,WD,Normal,230500,3,3,1008,3342,0
60,RL,73.0,18450,No,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,TA,Gd,CBlock,Gd,TA,No,LwQ,Rec,723,111,GasA,TA,Y,SBrkr,0,0,2,1,3,1,TA,Sev,CarPort,1965.0,Unf,TA,TA,Y,0,265,0,0,0,0,No,No,0,8,2007,WD,Abnorml,129000,1,1,1192,3401,0
20,RL,65.0,8125,No,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,0,270,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,Typ,Attchd,1994.0,RFn,TA,TA,Y,224,42,0,0,0,0,No,No,0,10,2008,WD,Normal,193500,2,2,1150,3087,1138
20,RL,71.0,14175,No,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,0,200,GasA,Gd,Y,SBrkr,0,0,1,1,3,1,TA,Min2,Detchd,1999.0,Unf,TA,TA,Y,304,0,0,0,0,0,No,No,0,11,2006,WD,Normal,168000,3,3,1152,2625,988
30,RL,80.0,11600,No,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,0,700,GasA,Ex,Y,SBrkr,0,0,1,0,2,1,Fa,Typ,Detchd,1922.0,Unf,TA,Fa,Y,0,0,67,0,0,0,No,No,0,7,2006,WD,Normal,137500,4,4,252,1880,0
60,RL,64.0,8633,No,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,0,545,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,Typ,Attchd,2005.0,Fin,TA,TA,Y,100,35,0,0,0,0,No,No,0,2,2009,WD,Normal,173500,0,0,1080,2214,193
70,RH,54.0,6629,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,0,121,GasA,TA,N,SBrkr,0,0,2,0,3,1,TA,Typ,Detchd,1930.0,Unf,TA,TA,Y,147,0,0,0,0,0,No,No,0,7,2009,WD,Normal,103600,0,0,300,2041,551
20,RL,68.0,11250,No,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,No,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,0,441,GasA,TA,Y,SBrkr,0,0,1,1,3,1,TA,Typ,Attchd,1977.0,RFn,TA,TA,Y,198,42,0,0,0,0,No,No,0,6,2006,WD,Normal,165000,3,3,1092,2416,767
20,RL,110.0,14442,No,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1957,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,TA,TA,PConc,TA,TA,No,GLQ,Unf,0,291,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,Typ,Attchd,1957.0,Fin,TA,TA,Y,0,87,0,0,200,0,No,No,0,6,2007,WD,Normal,257500,3,6,832,3316,1186
20,RL,80.0,9200,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,0,244,GasA,TA,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Attchd,1965.0,RFn,TA,TA,Y,426,0,0,0,0,0,No,No,0,7,2008,WD,Normal,140000,4,4,384,2272,892
160,RL,24.0,2289,No,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,0,544,GasA,TA,Y,SBrkr,0,0,2,1,3,1,TA,Typ,Attchd,1978.0,Unf,TA,TA,Y,28,0,0,0,0,0,No,No,0,4,2009,WD,Normal,148500,3,3,880,2296,0
70,RM,60.0,9600,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,No,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,0,1095,GasW,Fa,N,SBrkr,0,0,2,0,4,2,TA,Min2,2Types,1920.0,Unf,Fa,Fa,N,0,0,90,0,0,0,No,No,0,5,2006,WD,Normal,87000,0,0,2337,2869,0
30,RL,52.0,9022,No,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,0,768,GasA,Ex,Y,SBrkr,0,0,1,0,2,1,Gd,Typ,Detchd,1924.0,Unf,Fa,Fa,N,316,0,120,0,0,0,No,No,0,5,2009,WD,Normal,109500,0,0,240,1560,0
20,RL,80.0,11844,No,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,464.0,Gd,TA,PConc,Ex,TA,Mn,Unf,Unf,0,2046,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,Typ,Attchd,2008.0,Fin,TA,TA,Y,322,82,0,0,0,0,No,No,0,7,2009,New,Partial,372500,4,4,2502,4092,0
20,RL,71.0,9945,No,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,0,161,GasA,TA,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Detchd,1963.0,Unf,TA,TA,Y,0,0,0,0,0,0,No,No,0,10,2007,WD,Normal,128500,0,0,1144,1976,827
120,RL,50.0,8012,No,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,No,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,BLQ,119,261,GasA,TA,Y,SBrkr,0,0,2,0,2,1,TA,Typ,Attchd,1980.0,RFn,TA,TA,Y,80,0,0,0,0,0,No,No,0,5,2010,WD,Normal,143000,3,3,264,1846,0
50,RH,55.0,4500,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,No,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,0,611,GasA,Ex,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Detchd,1968.0,Unf,TA,TA,Y,0,0,56,0,0,0,No,No,0,7,2009,WD,Abnorml,159434,0,0,281,2313,0
120,RL,80.0,2887,No,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,0,288,GasA,Ex,Y,SBrkr,0,0,1,0,2,1,Gd,Typ,Attchd,1996.0,Unf,TA,TA,Y,307,0,0,0,0,0,No,No,0,11,2008,WD,Normal,173000,4,4,862,2582,1003
20,RL,90.0,11248,No,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,0,567,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,Typ,Attchd,2002.0,Fin,TA,TA,Y,257,45,0,0,0,0,No,No,0,7,2007,WD,Normal,285000,3,3,2106,3294,1059
60,RL,58.0,16770,No,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,0,1195,GasA,Gd,Y,SBrkr,0,0,2,1,4,1,TA,Typ,Attchd,1998.0,Fin,TA,TA,Y,0,81,0,0,0,0,No,No,0,6,2010,WD,Normal,221000,0,0,972,3034,0
160,RL,61.5,5062,No,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,No,0.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,LwQ,182,180,GasA,Gd,Y,SBrkr,0,0,2,0,3,1,Gd,Min1,Attchd,1984.0,Fin,TA,TA,Y,219,0,0,0,0,0,No,No,0,9,2007,WD,Normal,207500,3,3,1154,3280,828
60,FV,84.0,10207,No,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,0,874,GasA,Ex,Y,SBrkr,0,0,3,0,3,1,Gd,Typ,Attchd,2007.0,Fin,TA,TA,Y,144,105,0,0,0,0,No,No,0,8,2007,New,Partial,227875,0,0,1156,2635,0
160,FV,73.5,5105,No,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,No,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,0,312,GasA,Ex,Y,SBrkr,0,0,2,1,2,1,Gd,Typ,Detchd,2004.0,Unf,TA,TA,Y,0,60,0,0,0,0,No,No,0,3,2007,WD,Normal,148800,0,0,960,1653,0
20,RL,60.0,8089,No,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,0,474,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,Gd,Typ,Attchd,2007.0,RFn,TA,TA,Y,140,0,0,0,0,0,No,No,0,10,2007,New,Partial,392000,4,4,1134,2838,945
120,RL,61.0,7577,No,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,0,1342,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,Gd,Typ,Attchd,2005.0,RFn,TA,TA,Y,192,28,0,0,0,0,No,No,0,6,2007,WD,Normal,194700,4,4,920,2724,0
120,RM,70.0,4426,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,0,151,GasA,Ex,Y,SBrkr,0,0,1,0,1,1,Gd,Typ,Attchd,2004.0,RFn,TA,TA,Y,149,0,0,0,0,0,No,No,0,5,2008,WD,Normal,141000,3,3,840,1696,697
60,RL,104.0,21535,No,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,6,1994,1995,Gable,WdShngl,HdBoard,HdBoard,BrkFace,1170.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,0,989,GasA,Ex,Y,SBrkr,0,1,3,1,4,1,Ex,Typ,Attchd,1994.0,Fin,TA,TA,Y,382,50,0,0,0,0,No,No,0,1,2007,WD,Normal,755000,5,10,2496,6760,0
60,RL,42.0,26178,No,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,0,245,GasA,Ex,Y,SBrkr,0,0,2,1,4,1,Gd,Typ,Attchd,1989.0,RFn,TA,TA,Y,320,27,0,0,0,0,No,No,0,4,2006,WD,Normal,335000,4,8,1256,3729,965
30,RL,60.0,5400,No,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,0,1073,GasA,Ex,Y,SBrkr,0,0,1,0,2,1,TA,Typ,Detchd,1968.0,Unf,TA,TA,Y,0,0,112,0,0,0,No,No,0,12,2006,WD,Abnorml,108480,0,0,326,2146,0
50,RM,51.0,6120,No,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,0,927,GasA,TA,Y,SBrkr,0,0,1,1,3,1,TA,Typ,Detchd,1995.0,Unf,TA,TA,Y,112,0,0,0,0,0,No,MnPrv,0,4,2009,WD,Normal,141500,0,0,1152,2466,0
20,RL,54.0,13811,No,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,Gd,No,GLQ,LwQ,40,92,GasA,Gd,Y,SBrkr,0,0,2,0,2,1,Gd,Typ,Attchd,1987.0,Unf,TA,TA,Y,125,0,0,0,0,0,No,No,0,7,2006,WD,Normal,176000,3,3,1102,2249,980
30,RM,50.0,6000,No,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,No,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,0,0,GasA,Gd,Y,SBrkr,0,0,1,0,2,1,TA,Typ,Detchd,1921.0,Unf,TA,TA,Y,0,0,129,0,0,0,No,No,0,6,2006,WD,Normal,89000,0,0,205,1232,0
20,RL,57.0,6420,No,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,ALQ,551,219,GasA,Fa,Y,FuseA,0,1,1,0,2,1,TA,Typ,Detchd,1952.0,Unf,TA,TA,Y,0,0,0,0,0,0,No,No,0,9,2006,WD,Normal,123500,0,0,308,2128,0
20,RL,65.0,8450,No,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,BLQ,117,224,GasA,Ex,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Detchd,1973.0,Unf,TA,TA,Y,416,144,0,0,0,0,No,MnPrv,0,4,2010,WD,Normal,138500,4,4,336,1788,553
120,FV,59.0,4282,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,No,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,0,1375,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,Gd,Typ,Attchd,2004.0,RFn,TA,TA,Y,156,158,0,0,0,0,No,No,0,7,2008,WD,Normal,196000,0,0,1060,2782,0
20,RL,85.0,14331,No,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,0,526,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,Typ,Attchd,2002.0,Fin,TA,TA,Y,270,78,0,0,0,0,No,No,0,5,2006,WD,Normal,312500,4,4,2295,3600,1274
